,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),Reference,Tag
2999,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,CCCCOCCCC,414.0,524.0,2.73,0.81,4.592765044,DOI: 10.1039/c6cp04293g,3000
3000,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,Cc1ccccc1,429.0,530.0,2.53,0.82,4.533136288,DOI: 10.1039/c6cp04293g,3001
3001,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,CCOCC,422.0,550.0,3.33,0.79,4.586497286,DOI: 10.1039/c6cp04293g,3002
3002,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,C1COCCO1,420.0,554.0,3.1,0.5,4.569397321,DOI: 10.1039/c6cp04293g,3003
3003,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,Brc1ccccc1,437.0,582.0,2.82,0.43,4.543981177,DOI: 10.1039/c6cp04293g,3004
3004,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,C1CCOC1,418.0,602.0,0.98,0.5,4.566119168,DOI: 10.1039/c6cp04293g,3005
3005,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,CCOC(C)=O,414.0,590.0,1.05,0.23,4.568178248,DOI: 10.1039/c6cp04293g,3006
3006,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,ClC(Cl)Cl,436.0,596.0,2.26,0.78,4.539891205,DOI: 10.1039/c6cp04293g,3007
3007,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,ClCCl,429.0,618.0,0.63,0.19,4.507990725,DOI: 10.1039/c6cp04293g,3008
3008,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,CCCCCCCCO,423.0,596.0,0.62,0.35,4.552692546,DOI: 10.1039/c6cp04293g,3009
3009,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2-c2c(C#Cc3cc(OCCCCCCCCCCCCCCCC)c(C#Cc4ccc(C=C(C#N)C#N)cc4)cc3OCCCCCCCCCCCCCCCC)ccc3ccccc23)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,C1CCCCC1,444.0,492.0,2.02,0.99,4.909743185,DOI: 10.1039/c6cp04293g,3010
3010,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2-c2c(C#Cc3cc(OCCCCCCCCCCCCCCCC)c(C#Cc4ccc(C=C(C#N)C#N)cc4)cc3OCCCCCCCCCCCCCCCC)ccc3ccccc23)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,CCCCCC,442.0,488.0,2.15,0.98,4.90475881,DOI: 10.1039/c6cp04293g,3011
3011,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2-c2c(C#Cc3cc(OCCCCCCCCCCCCCCCC)c(C#Cc4ccc(C=C(C#N)C#N)cc4)cc3OCCCCCCCCCCCCCCCC)ccc3ccccc23)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,ClC(Cl)(Cl)Cl,447.0,509.0,2.16,0.95,4.902937957,DOI: 10.1039/c6cp04293g,3012
3012,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2-c2c(C#Cc3cc(OCCCCCCCCCCCCCCCC)c(C#Cc4ccc(C=C(C#N)C#N)cc4)cc3OCCCCCCCCCCCCCCCC)ccc3ccccc23)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,CCCCOCCCC,435.0,525.0,2.74,0.97,4.942875775,DOI: 10.1039/c6cp04293g,3013
3013,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2-c2c(C#Cc3cc(OCCCCCCCCCCCCCCCC)c(C#Cc4ccc(C=C(C#N)C#N)cc4)cc3OCCCCCCCCCCCCCCCC)ccc3ccccc23)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,Cc1ccccc1,436.0,537.0,2.59,0.95,4.876275589,DOI: 10.1039/c6cp04293g,3014
3014,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2-c2c(C#Cc3cc(OCCCCCCCCCCCCCCCC)c(C#Cc4ccc(C=C(C#N)C#N)cc4)cc3OCCCCCCCCCCCCCCCC)ccc3ccccc23)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,CCOCC,429.0,567.0,3.29,0.87,4.907427485,DOI: 10.1039/c6cp04293g,3015
3015,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2-c2c(C#Cc3cc(OCCCCCCCCCCCCCCCC)c(C#Cc4ccc(C=C(C#N)C#N)cc4)cc3OCCCCCCCCCCCCCCCC)ccc3ccccc23)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,C1COCCO1,425.0,556.0,3.06,0.94,4.895394918,DOI: 10.1039/c6cp04293g,3016
3016,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2-c2c(C#Cc3cc(OCCCCCCCCCCCCCCCC)c(C#Cc4ccc(C=C(C#N)C#N)cc4)cc3OCCCCCCCCCCCCCCCC)ccc3ccccc23)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,Brc1ccccc1,442.0,587.0,2.8,0.63,4.876200515,DOI: 10.1039/c6cp04293g,3017
3017,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2-c2c(C#Cc3cc(OCCCCCCCCCCCCCCCC)c(C#Cc4ccc(C=C(C#N)C#N)cc4)cc3OCCCCCCCCCCCCCCCC)ccc3ccccc23)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,C1CCOC1,425.0,602.0,1.25,0.3,4.891381329,DOI: 10.1039/c6cp04293g,3018
3018,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2-c2c(C#Cc3cc(OCCCCCCCCCCCCCCCC)c(C#Cc4ccc(C=C(C#N)C#N)cc4)cc3OCCCCCCCCCCCCCCCC)ccc3ccccc23)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,CCOC(C)=O,426.0,595.0,1.51,0.37,4.890867939,DOI: 10.1039/c6cp04293g,3019
3019,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2-c2c(C#Cc3cc(OCCCCCCCCCCCCCCCC)c(C#Cc4ccc(C=C(C#N)C#N)cc4)cc3OCCCCCCCCCCCCCCCC)ccc3ccccc23)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,ClC(Cl)Cl,446.0,603.0,2.35,0.81,4.88569473,DOI: 10.1039/c6cp04293g,3020
3020,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2-c2c(C#Cc3cc(OCCCCCCCCCCCCCCCC)c(C#Cc4ccc(C=C(C#N)C#N)cc4)cc3OCCCCCCCCCCCCCCCC)ccc3ccccc23)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,ClCCl,436.0,618.0,0.79,0.23,4.86138504,DOI: 10.1039/c6cp04293g,3021
3021,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2-c2c(C#Cc3cc(OCCCCCCCCCCCCCCCC)c(C#Cc4ccc(C=C(C#N)C#N)cc4)cc3OCCCCCCCCCCCCCCCC)ccc3ccccc23)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,CCCCCCCCO,431.0,601.0,0.79,0.52,4.756689346,DOI: 10.1039/c6cp04293g,3022
3022,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccccc4)ccc(c23)C1=O,ClC(Cl)Cl,355.4,420.0,3.21,0.78,,DOI: 10.1039/c6tc04453k,3023
3023,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccccc4)ccc(c23)C1=O,CCCCCCCCCCCCCC,343.4,402.3,,0.094,,DOI: 10.1039/c6tc04453k,3024
3024,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccccc4)ccc(c23)C1=O,CCCCCC,342.2,402.7,,0.076,,DOI: 10.1039/c6tc04453k,3025
3025,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccccc4)ccc(c23)C1=O,CCCCO,355.2,429.1,3.85,0.95,,DOI: 10.1039/c6tc04453k,3026
3026,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccccc4)ccc(c23)C1=O,CCCCCCCCCCCO,353.4,420.6,,0.76,,DOI: 10.1039/c6tc04453k,3027
3027,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccccc4)ccc(c23)C1=O,CN(C)C=O,355.2,427.2,3.62,0.74,,DOI: 10.1039/c6tc04453k,3028
3028,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccccc4)ccc(c23)C1=O,Cc1ccccc1,346.8,410.6,,0.5,,DOI: 10.1039/c6tc04453k,3029
3029,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)cc4)ccc(c23)C1=O,ClC(Cl)Cl,364.8,459.6,4.11,0.83,,DOI: 10.1039/c6tc04453k,3030
3030,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)cc4)ccc(c23)C1=O,CCCCCCCCCCCCCC,356.4,427.8,3.12,0.79,,DOI: 10.1039/c6tc04453k,3031
3031,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)cc4)ccc(c23)C1=O,CCCCCC,354.2,424.0,2.65,0.65,,DOI: 10.1039/c6tc04453k,3032
3032,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)cc4)ccc(c23)C1=O,CCCCO,366.2,498.1,5.18,0.83,,DOI: 10.1039/c6tc04453k,3033
3033,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)cc4)ccc(c23)C1=O,CCCCCCCCCCCO,365.6,476.4,4.78,0.83,,DOI: 10.1039/c6tc04453k,3034
3034,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)cc4)ccc(c23)C1=O,CN(C)C=O,368.0,497.2,5.24,0.82,,DOI: 10.1039/c6tc04453k,3035
3035,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)cc4)ccc(c23)C1=O,Cc1ccccc1,364.2,443.2,3.5,0.75,,DOI: 10.1039/c6tc04453k,3036
3036,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(N(C)C)cc4)ccc(c23)C1=O,ClC(Cl)Cl,426.2,578.4,6.99,0.64,,DOI: 10.1039/c6tc04453k,3037
3037,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(N(C)C)cc4)ccc(c23)C1=O,CCCCCCCCCCCCCC,403.8,469.8,3.61,0.73,,DOI: 10.1039/c6tc04453k,3038
3038,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(N(C)C)cc4)ccc(c23)C1=O,CCCCCC,401.2,462.7,3.47,0.7,,DOI: 10.1039/c6tc04453k,3039
3039,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(N(C)C)cc4)ccc(c23)C1=O,CCCCO,430.2,638.4,3.5,0.013,,DOI: 10.1039/c6tc04453k,3040
3040,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(N(C)C)cc4)ccc(c23)C1=O,CCCCCCCCCCCO,428.6,610.0,5.51,0.14,,DOI: 10.1039/c6tc04453k,3041
3041,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(N(C)C)cc4)ccc(c23)C1=O,CN(C)C=O,433.8,,,0.0037,,DOI: 10.1039/c6tc04453k,3042
3042,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(N(C)C)cc4)ccc(c23)C1=O,Cc1ccccc1,418.2,532.4,5.12,0.65,,DOI: 10.1039/c6tc04453k,3043
3043,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4cc(OC)c(OC)c(OC)c4)ccc(c23)C1=O,ClC(Cl)Cl,362.2,525.1,6.62,0.65,,DOI: 10.1039/c6tc04453k,3044
3044,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4cc(OC)c(OC)c(OC)c4)ccc(c23)C1=O,CCCCCCCCCCCCCC,357.0,442.3,2.78,0.51,,DOI: 10.1039/c6tc04453k,3045
3045,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4cc(OC)c(OC)c(OC)c4)ccc(c23)C1=O,CCCCCC,354.8,440.2,2.03,0.41,,DOI: 10.1039/c6tc04453k,3046
3046,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4cc(OC)c(OC)c(OC)c4)ccc(c23)C1=O,CCCCO,361.4,572.0,0.208,0.022,,DOI: 10.1039/c6tc04453k,3047
3047,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4cc(OC)c(OC)c(OC)c4)ccc(c23)C1=O,CCCCCCCCCCCO,362.6,526.4,1.75,0.26,,DOI: 10.1039/c6tc04453k,3048
3048,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4cc(OC)c(OC)c(OC)c4)ccc(c23)C1=O,CN(C)C=O,365.6,618.8,0.119,0.0065,,DOI: 10.1039/c6tc04453k,3049
3049,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4cc(OC)c(OC)c(OC)c4)ccc(c23)C1=O,Cc1ccccc1,360.8,492.4,5.4,0.71,,DOI: 10.1039/c6tc04453k,3050
3050,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5ccccc45)ccc(c23)C1=O,ClC(Cl)Cl,325.0,509.7,4.07,0.39,,DOI: 10.1039/c6tc04453k,3051
3051,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5ccccc45)ccc(c23)C1=O,CCCCCCCCCCCCCC,322.6,431.7,1.83,0.34,,DOI: 10.1039/c6tc04453k,3052
3052,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5ccccc45)ccc(c23)C1=O,CCCCCC,322.6,427.1,1.7,0.33,,DOI: 10.1039/c6tc04453k,3053
3053,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5ccccc45)ccc(c23)C1=O,CCCCO,323.6,576.8,1.8,0.088,,DOI: 10.1039/c6tc04453k,3054
3054,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5ccccc45)ccc(c23)C1=O,CCCCCCCCCCCO,323.8,532.4,4.85,0.23,,DOI: 10.1039/c6tc04453k,3055
3055,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5ccccc45)ccc(c23)C1=O,CN(C)C=O,323.8,581.8,3.85,0.13,,DOI: 10.1039/c6tc04453k,3056
3056,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5ccccc45)ccc(c23)C1=O,Cc1ccccc1,324.0,478.0,1.53,0.18,,DOI: 10.1039/c6tc04453k,3057
3057,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5cccc(C)c45)ccc(c23)C1=O,ClC(Cl)Cl,329.0,522.7,4.14,0.4,,DOI: 10.1039/c6tc04453k,3058
3058,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5cccc(C)c45)ccc(c23)C1=O,CCCCCCCCCCCCCC,327.0,440.2,1.89,0.34,,DOI: 10.1039/c6tc04453k,3059
3059,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5cccc(C)c45)ccc(c23)C1=O,CCCCCC,326.6,434.8,1.88,0.34,,DOI: 10.1039/c6tc04453k,3060
3060,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5cccc(C)c45)ccc(c23)C1=O,CCCCO,327.8,570.1,1.05,0.047,,DOI: 10.1039/c6tc04453k,3061
3061,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5cccc(C)c45)ccc(c23)C1=O,CCCCCCCCCCCO,329.0,537.0,3.1,0.28,,DOI: 10.1039/c6tc04453k,3062
3062,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5cccc(C)c45)ccc(c23)C1=O,CN(C)C=O,328.8,597.8,3.01,0.055,,DOI: 10.1039/c6tc04453k,3063
3063,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5cccc(C)c45)ccc(c23)C1=O,Cc1ccccc1,328.8,487.0,1.59,0.19,,DOI: 10.1039/c6tc04453k,3064
3064,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc([Si](C)(C)C)cc4)ccc(c23)C1=O,ClC(Cl)Cl,356.0,425.4,3.08,0.79,,DOI: 10.1039/c6tc04453k,3065
3065,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc([Si](C)(C)C)cc4)ccc(c23)C1=O,CCCCCCCCCCCCCC,344.4,407.0,5.08,0.18,,DOI: 10.1039/c6tc04453k,3066
3066,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc([Si](C)(C)C)cc4)ccc(c23)C1=O,CCCCCC,343.4,406.7,,0.14,,DOI: 10.1039/c6tc04453k,3067
3067,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc([Si](C)(C)C)cc4)ccc(c23)C1=O,CCCCO,357.6,434.2,3.63,0.89,,DOI: 10.1039/c6tc04453k,3068
3068,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc([Si](C)(C)C)cc4)ccc(c23)C1=O,CCCCCCCCCCCO,355.0,430.6,3.81,0.85,,DOI: 10.1039/c6tc04453k,3069
3069,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc([Si](C)(C)C)cc4)ccc(c23)C1=O,CN(C)C=O,356.0,432.7,3.38,0.64,,DOI: 10.1039/c6tc04453k,3070
3070,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc([Si](C)(C)C)cc4)ccc(c23)C1=O,Cc1ccccc1,353.4,416.7,2.03,0.51,,DOI: 10.1039/c6tc04453k,3071
3071,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(C#N)cc4)ccc(c23)C1=O,ClC(Cl)Cl,366.4,447.4,1.34,0.54,,DOI: 10.1039/c6tc04453k,3072
3072,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(C#N)cc4)ccc(c23)C1=O,CCCCCCCCCCCCCC,356.2,410.8,0.994,0.54,,DOI: 10.1039/c6tc04453k,3073
3073,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(C#N)cc4)ccc(c23)C1=O,CCCCCC,355.6,407.4,1.02,0.53,,DOI: 10.1039/c6tc04453k,3074
3074,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(C#N)cc4)ccc(c23)C1=O,CCCCO,367.8,480.0,2.21,0.7,,DOI: 10.1039/c6tc04453k,3075
3075,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(C#N)cc4)ccc(c23)C1=O,CCCCCCCCCCCO,365.8,457.5,2.12,0.71,,DOI: 10.1039/c6tc04453k,3076
3076,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(C#N)cc4)ccc(c23)C1=O,CN(C)C=O,367.8,478.3,2.15,0.55,,DOI: 10.1039/c6tc04453k,3077
3077,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(C#N)cc4)ccc(c23)C1=O,Cc1ccccc1,364.6,427.5,1.16,0.51,,DOI: 10.1039/c6tc04453k,3078
3078,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(-c5ccc(OC)cc5)cc4)ccc(c23)C1=O,ClC(Cl)Cl,364.4,492.2,2.93,0.67,,DOI: 10.1039/c6tc04453k,3079
3079,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(-c5ccc(OC)cc5)cc4)ccc(c23)C1=O,CCCCCCCCCCCCCC,357.6,436.7,1.43,0.5,,DOI: 10.1039/c6tc04453k,3080
3080,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(-c5ccc(OC)cc5)cc4)ccc(c23)C1=O,CCCCCC,354.0,426.8,1.35,0.5,,DOI: 10.1039/c6tc04453k,3081
3081,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(-c5ccc(OC)cc5)cc4)ccc(c23)C1=O,CCCCO,366.0,556.6,1.05,0.16,,DOI: 10.1039/c6tc04453k,3082
3082,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(-c5ccc(OC)cc5)cc4)ccc(c23)C1=O,CCCCCCCCCCCO,369.4,518.2,3.21,0.56,,DOI: 10.1039/c6tc04453k,3083
3083,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(-c5ccc(OC)cc5)cc4)ccc(c23)C1=O,CN(C)C=O,369.0,583.4,1.91,0.15,,DOI: 10.1039/c6tc04453k,3084
3084,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(-c5ccc(OC)cc5)cc4)ccc(c23)C1=O,Cc1ccccc1,364.8,454.6,1.4,0.4,,DOI: 10.1039/c6tc04453k,3085
3085,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CO,339.6969903,465.9832246,5.34,0.36,,DOI: 10.1039/c2pp25114k,3086
3086,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CCO,340.4834866,444.99822,5.3,0.63,,DOI: 10.1039/c2pp25114k,3087
3087,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCO,341.7985439,429.99656,4.52,0.69,,DOI: 10.1039/c2pp25114k,3088
3088,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)(C)O,341.7985439,420.9994527,4.03,0.81,,DOI: 10.1039/c2pp25114k,3089
3089,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)O,340.4834866,430.9973278,4.49,0.59,,DOI: 10.1039/c2pp25114k,3090
3090,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCO,340.7967829,408.997955,3.36,0.77,,DOI: 10.1039/c2pp25114k,3091
3091,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCO,342.5948131,423.998304,4.11,0.73,,DOI: 10.1039/c2pp25114k,3092
3092,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCO,342.5009419,421.9943453,4.0,0.65,,DOI: 10.1039/c2pp25114k,3093
3093,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,OCCO,343.2062326,470.0131604,6.174,0.52,,DOI: 10.1039/c2pp25114k,3094
3094,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(O)CO,342.3016362,455.000455,5.74,0.55,,DOI: 10.1039/c2pp25114k,3095
3095,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)=O,340.7038942,432.9941546,4.28,0.44,,DOI: 10.1039/c2pp25114k,3096
3096,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CC#N,339.99728,447.0072862,5.02,0.46,,DOI: 10.1039/c2pp25114k,3097
3097,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,C1CCCCC1,339.99728,362.0040544,1.367,0.94,,DOI: 10.1039/c2pp25114k,3098
3098,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)CC(C)(C)C,339.9048266,361.0108303,1.3,0.55,,DOI: 10.1039/c2pp25114k,3099
3099,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,C1COCCO1,341.4017958,400.0,2.49,0.62,,DOI: 10.1039/c2pp25114k,3100
3100,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,C1CCOC1,341.7985439,429.000429,3.32,0.53,,DOI: 10.1039/c2pp25114k,3101
3101,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CC1CCCO1,341.4134517,404.0077569,2.78,0.52,,DOI: 10.1039/c2pp25114k,3102
3102,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CCOCC,339.6047001,402.3173479,2.8,0.56,,DOI: 10.1039/c2pp25114k,3103
3103,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,Cc1ccccc1,342.6065506,391.0068426,1.84,0.69,,DOI: 10.1039/c2pp25114k,3104
3104,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CCOC(C)=O,340.0204012,408.997955,3.08,0.54,,DOI: 10.1039/c2pp25114k,3105
